time_sec,hip_L_Joint_pos_rad,hip_R_Joint_pos_rad,thigh_L_Joint_pos_rad,thigh_R_Joint_pos_rad,knee_L_Joint_pos_rad,knee_R_Joint_pos_rad,wheel_L_Joint_pos_rad,wheel_R_Joint_pos_rad
1784972534.4879723,-0.050614548307835586,0.0044331363000656085,0.3493503390669406,5.977509214649924,1.7624683852489145,-1.7466993354571436,-3.081588233906228,-4.534487569728904
1784972534.588055,-0.05098106745075439,0.004241150082346233,0.34954232528466056,5.977701200867644,1.7624683852489145,-1.7467516953347035,-3.0817802201239473,-4.534295583511186
1784972534.688394,-0.05108578720587405,0.004049163864626844,0.34886164687638255,5.977317228432206,1.7625556517115142,-1.7462717297904047,-3.078900426858157,-4.533527638640308
1784972534.7879648,-0.05098106745075439,0.004049163864626844,0.34896636663150193,5.977404494894805,1.7625556517115142,-1.7463240896679646,-3.079773091484154,-4.533824344613148
1784972534.888076,-0.05098106745075439,0.004049163864626844,0.34896636663150193,5.977404494894805,1.7625120184802143,-1.7463677228992647,-3.0798603579467536,-4.533911611075747
1784972534.9883356,-0.05098106745075439,0.003665191429188107,0.34847767444094346,5.977125242214486,1.7625556517115142,-1.7462717297904047,-3.0795811052664344,-4.533824344613148
1784972535.0881379,-0.0504225620901162,0.0037699111843077712,0.3487743804137824,5.977509214649924,1.7624683852489145,-1.746559709116984,-3.082548164994825,-4.534487569728904
1784972535.1880946,-0.052324970974790025,-0.0010297442586766486,0.352422118550451,5.984019292759863,1.7627476379292335,-1.7452158055929485,-3.066822748434356,-4.528064758081566
1784972535.288722,-0.0667064840112233,-0.015707963267948953,0.35270137123076983,5.986043874692177,1.761988419704616,-1.7451198124840888,-3.017255397677717,-4.5182909142703975
1784972535.3880813,-0.07236135078768494,-0.02260201381332655,0.34809370200550527,5.98201216412007,1.762320032262495,-1.7420043997692787,-3.011408544683536,-4.51771495561724
1784972535.4880717,-0.0651705942694683,-0.016283921921107086,0.3426308214467624,5.976636550023928,1.7622240391536352,-1.7421527527556984,-3.0079527927645873,-4.530752565129637
1784972535.5880866,-0.06480407512654948,-0.016091935703387704,0.343206780099921,5.977404494894805,1.7611244817248788,-1.7428683377490162,-3.0131364206430105,-4.535639487035221
1784972535.6880867,-0.06316346562967481,-0.01513200461479082,0.34435869740623737,5.980284288160595,1.7611244817248788,-1.7431039571980353,-3.0195592322903493,-4.5379433216478535
1784972535.7880898,-0.06316346562967481,-0.01513200461479082,0.34446341716135676,5.980284288160595,1.761072121847319,-1.7431039571980353,-3.019751218508069,-4.538030588110454
1784972535.888082,-0.06316346562967481,-0.015219271077390545,0.34446341716135676,5.980284288160595,1.761072121847319,-1.7431039571980353,-3.019751218508069,-4.538030588110454
1784972535.988095,-0.06316346562967481,-0.015219271077390545,0.34446341716135676,5.980284288160595,1.761072121847319,-1.7431039571980353,-3.019751218508069,-4.538030588110454
1784972536.0880873,-0.06316346562967481,-0.015219271077390545,0.34446341716135676,5.980284288160595,1.761072121847319,-1.7431039571980353,-3.019751218508069,-4.538030588110454
1784972536.188155,-0.06307619916707509,-0.015219271077390545,0.34446341716135676,5.980476274378315,1.761072121847319,-1.743156317075595,-3.0198384849706685,-4.5381353078655735
1784972536.2886417,-0.06346017160251385,-0.01541125729510992,0.3463832793385504,5.983635320324424,1.7609761287384593,-1.7432523101844546,-3.0207111495966656,-4.538798532981332
1784972536.3883824,-0.06365215782023323,-0.015603243512829289,0.3463832793385504,5.983548053861825,1.761028488616019,-1.743156317075595,-3.0185120347391527,-4.5381353078655735
1784972536.4880633,-0.06365215782023323,-0.015515977050229578,0.3463832793385504,5.983548053861825,1.7609761287384593,-1.743156317075595,-3.018791287419472,-4.538414560545893
1784972536.5880752,-0.06365215782023323,-0.015515977050229578,0.3463832793385504,5.983548053861825,1.7609761287384593,-1.743156317075595,-3.0187040209568723,-4.538327294083293
1784972536.6883445,-0.06365215782023323,-0.015515977050229578,0.3463832793385504,5.983548053861825,1.7609761287384593,-1.743156317075595,-3.0185993012017525,-4.538222574328173
